Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JC238912,04/18/2019 12:00:00 PM,010XX N KINGSBURY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1822,27,26,,,2019,,,
JC207153,04/01/2019 12:40:00 AM,081XX S SCOTTSDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0834,18,08B,1146814,1850615,2019,41.746051696,-87.737623729,"(41.746051696, -87.737623729)"
JC207137,04/01/2019 12:18:00 AM,030XX W 63RD ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,0823,16,08B,1157003,1862702,2019,41.779020655,-87.699962552,"(41.779020655, -87.699962552)"
JC207162,04/01/2019 12:37:00 AM,006XX S SACRAMENTO BLVD,2031,NARCOTICS,POSS: METHAMPHETAMINES,STREET,true,false,1135,28,18,1156465,1897134,2019,41.873517205,-87.701005851,"(41.873517205, -87.701005851)"
JC207148,04/01/2019 12:30:00 AM,031XX N CICERO AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,2521,31,14,1143813,1920644,2019,41.93827759,-87.746868037,"(41.93827759, -87.746868037)"
JC207169,04/01/2019 01:55:00 AM,033XX W OGDEN AVE,2022,NARCOTICS,POSS: COCAINE,POLICE FACILITY/VEH PARKING LOT,true,false,1024,24,18,1154489,1891024,2019,41.856790413,-87.708424071,"(41.856790413, -87.708424071)"
JC207173,04/01/2019 01:40:00 AM,075XX S KINGSTON AVE,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,true,0421,7,04B,1194501,1855552,2019,41.758560412,-87.562728003,"(41.758560412, -87.562728003)"
JC207136,04/01/2019 12:15:00 AM,044XX S WOOD ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,0924,15,04B,1165091,1875275,2019,41.813355201,-87.669955382,"(41.813355201, -87.669955382)"
JC207182,04/01/2019 01:26:00 AM,085XX S STONY ISLAND AVE,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,STREET,true,false,0412,8,26,1188294,1848486,2019,41.739320964,-87.585700823,"(41.739320964, -87.585700823)"
JC207158,04/01/2019 01:05:00 AM,003XX W ADAMS ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),CONVENIENCE STORE,true,false,0122,42,18,1174185,1899401,2019,41.879361356,-87.635879544,"(41.879361356, -87.635879544)"
JC207167,04/01/2019 01:48:00 AM,024XX W POLK ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,1135,28,26,1160179,1896298,2019,41.871147252,-87.687392961,"(41.871147252, -87.687392961)"
JC207165,04/01/2019 01:22:00 AM,037XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1712,35,08B,1150425,1931633,2019,41.968305528,-87.722279329,"(41.968305528, -87.722279329)"
JC207140,04/01/2019 12:15:00 AM,040XX W FIFTH AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1132,24,03,1149453,1896756,2019,41.872618794,-87.726760428,"(41.872618794, -87.726760428)"
JC207170,04/01/2019 01:28:00 AM,017XX N TRIPP AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,true,false,2534,26,05,1147782,1911286,2019,41.912522934,-87.732521936,"(41.912522934, -87.732521936)"
JC207189,04/01/2019 02:02:00 AM,069XX S EGGLESTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0732,6,14,1174478,1858922,2019,41.768276846,-87.636010033,"(41.768276846, -87.636010033)"
JC207186,04/01/2019 01:40:00 AM,054XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,2011,40,08B,1156700,1936215,2019,41.980753649,-87.699081681,"(41.980753649, -87.699081681)"
JC207159,04/01/2019 01:04:00 AM,048XX N KENMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2024,46,26,1168377,1932486,2019,41.970275874,-87.656246192,"(41.970275874, -87.656246192)"
JC207168,04/01/2019 01:27:00 AM,023XX S LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1034,25,08B,1162065,1888569,2019,41.849898974,-87.680684466,"(41.849898974, -87.680684466)"
JC207155,04/01/2019 12:58:00 AM,030XX N PULASKI RD,0460,BATTERY,SIMPLE,CONVENIENCE STORE,true,false,2523,30,08B,1149202,1919728,2019,41.935661134,-87.727085915,"(41.935661134, -87.727085915)"
JC207184,04/01/2019 02:05:00 AM,016XX W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0611,17,14,1166578,1852320,2019,41.750332165,-87.665155275,"(41.750332165, -87.665155275)"
JC207164,04/01/2019 12:58:00 AM,005XX W 103RD ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2232,9,08B,1174302,1836586,2019,41.706987849,-87.637317287,"(41.706987849, -87.637317287)"
JC207157,04/01/2019 12:45:00 AM,040XX N KEDZIE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,1724,33,04A,1154335,1926665,2019,41.9545956,-87.708035708,"(41.9545956, -87.708035708)"
JC207194,04/01/2019 01:30:00 AM,002XX E RANDOLPH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),true,false,0114,42,08B,1178164,1901235,2019,41.884304288,-87.621213594,"(41.884304288, -87.621213594)"
JC207145,04/01/2019 12:33:00 AM,002XX N DEARBORN ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,false,false,0111,42,08A,1175901,1901839,2019,41.886012928,-87.629505318,"(41.886012928, -87.629505318)"
JC207171,04/01/2019 01:00:00 AM,052XX W CONGRESS PKWY,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1522,29,08A,1141590,1897182,2019,41.873936641,-87.755618886,"(41.873936641, -87.755618886)"
JC207156,04/01/2019 12:28:00 AM,059XX W LAKE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1512,29,08B,1136688,1902267,2019,41.887979691,-87.773495215,"(41.887979691, -87.773495215)"
JC207213,04/01/2019 04:00:00 AM,066XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0722,6,08A,1176542,1860879,2019,41.773600901,-87.628385732,"(41.773600901, -87.628385732)"
JC207195,04/01/2019 01:00:00 AM,080XX S MANISTEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0422,7,08B,1195904,1852107,2019,41.749072474,-87.557700049,"(41.749072474, -87.557700049)"
JC207198,04/01/2019 02:42:00 AM,110XX S AVENUE M,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0433,10,08B,1201545,1832356,2019,41.694732822,-87.537698668,"(41.694732822, -87.537698668)"
JC207206,04/01/2019 03:20:00 AM,059XX W ERIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1511,29,08B,1136722,1903695,2019,41.8918977,-87.773336129,"(41.8918977, -87.773336129)"
JC207214,04/01/2019 01:30:00 AM,082XX S DREXEL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0631,8,14,1183667,1850616,2019,41.745274969,-87.602586885,"(41.745274969, -87.602586885)"
JC207202,04/01/2019 03:15:00 AM,031XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0913,11,14,1168832,1883812,2019,41.836701518,-87.655986332,"(41.836701518, -87.655986332)"
JC207181,04/01/2019 01:55:00 AM,005XX N STATE ST,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,1834,42,08B,1176278,1903807,2019,41.891404732,-87.628061509,"(41.891404732, -87.628061509)"
JC207227,04/01/2019 05:00:00 AM,030XX N DAVLIN CT,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2523,30,08B,1149566,1919829,2019,41.935931216,-87.725745549,"(41.935931216, -87.725745549)"
JC207199,04/01/2019 02:52:00 AM,055XX W CONGRESS PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1522,29,14,1139715,1897139,2019,41.873853068,-87.762504151,"(41.873853068, -87.762504151)"
JC207188,04/01/2019 12:35:00 AM,023XX W GRANVILLE AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,true,false,2413,50,08B,1159439,1941102,2019,41.994107679,-87.688873317,"(41.994107679, -87.688873317)"
JC207216,04/01/2019 04:00:00 AM,042XX W CERMAK RD,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,1013,22,05,1148621,1889044,2019,41.851472218,-87.730014078,"(41.851472218, -87.730014078)"
JC207233,04/01/2019 05:20:00 AM,051XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0815,23,14,1147697,1870311,2019,41.800083985,-87.733885138,"(41.800083985, -87.733885138)"
JC207230,04/01/2019 05:16:00 AM,054XX S NEVA AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,0811,23,14,1129611,1867413,2019,41.792458297,-87.800279206,"(41.792458297, -87.800279206)"
JC207217,04/01/2019 04:30:00 AM,008XX W ERIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1214,27,14,1170518,1904471,2019,41.893354759,-87.649195657,"(41.893354759, -87.649195657)"
JC207210,04/01/2019 01:00:00 AM,098XX S STATE ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA TRAIN,false,false,0511,21,14,1178256,1840091,2019,41.716517432,-87.622731926,"(41.716517432, -87.622731926)"
JC207231,04/01/2019 04:45:00 AM,055XX N HARLEM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1613,41,14,1127371,1936229,2019,41.981337327,-87.806945269,"(41.981337327, -87.806945269)"
JC207245,04/01/2019 06:15:00 AM,013XX W 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0612,17,08B,1168761,1854390,2019,41.755965725,-87.65709614,"(41.755965725, -87.65709614)"
JC207242,04/01/2019 06:00:00 AM,015XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,1822,2,08B,1170470,1910783,2019,41.910676312,-87.649187069,"(41.910676312, -87.649187069)"
JC207247,04/01/2019 06:02:00 AM,012XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,1824,2,26,1175314,1908524,2019,41.904370109,-87.631460067,"(41.904370109, -87.631460067)"
JC207244,04/01/2019 05:00:00 AM,015XX E 67TH PL,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,0332,5,04B,1187757,1860542,2019,41.772416526,-87.587285227,"(41.772416526, -87.587285227)"
JC207259,04/01/2019 04:45:00 AM,056XX S KILPATRICK AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,false,false,0813,13,14,1146073,1866900,2019,41.790754583,-87.739927261,"(41.790754583, -87.739927261)"
JC207315,04/01/2019 07:55:00 AM,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,true,false,1652,41,26,1100726,1934289,2019,41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
JC207305,04/01/2019 08:00:00 AM,070XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0322,6,14,1178381,1858326,2019,41.766553634,-87.621721841,"(41.766553634, -87.621721841)"
JC207289,04/01/2019 07:30:00 AM,015XX E 85TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0412,8,14,1187831,1848924,2019,41.740533905,-87.587383241,"(41.740533905, -87.587383241)"
JC207294,04/01/2019 07:45:00 AM,012XX N CLARK ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,1821,2,06,1175314,1908524,2019,41.904370109,-87.631460067,"(41.904370109, -87.631460067)"
JC207308,04/01/2019 07:55:00 AM,054XX S WENTWORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,true,false,0225,3,26,1175898,1868609,2019,41.794827294,-87.630514863,"(41.794827294, -87.630514863)"
JC207254,04/01/2019 12:30:00 AM,058XX N BROADWAY,0820,THEFT,$500 AND UNDER,STREET,false,false,2013,48,06,1167243,1939161,2019,41.988616781,-87.66022308,"(41.988616781, -87.66022308)"
JC207246,04/01/2019 05:25:00 AM,015XX W RANDOLPH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1224,27,06,1166237,1901453,2019,41.885165735,-87.665004487,"(41.885165735, -87.665004487)"
JC207320,04/01/2019 08:20:00 AM,061XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0825,16,14,1160425,1863856,2019,41.782117542,-87.687385326,"(41.782117542, -87.687385326)"
JC207265,04/01/2019 04:00:00 AM,013XX W RANDOLPH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1224,27,06,1167150,1901140,2019,41.884287279,-87.661660805,"(41.884287279, -87.661660805)"
JC207333,04/01/2019 06:30:00 AM,107XX S WABASH AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0513,9,26,1178479,1833786,2019,41.699210598,-87.622105913,"(41.699210598, -87.622105913)"
JC207248,04/01/2019 06:10:00 AM,009XX W 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0613,21,08B,1171676,1848472,2019,41.739662581,-87.646586429,"(41.739662581, -87.646586429)"
JC207273,04/01/2019 07:10:00 AM,042XX S RICHMOND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0921,15,07,1157400,1876400,2019,41.816601803,-87.698136019,"(41.816601803, -87.698136019)"
JC207274,04/01/2019 07:00:00 AM,091XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2223,21,08B,1173245,1844196,2019,41.727894157,-87.640963893,"(41.727894157, -87.640963893)"
JC207264,04/01/2019 07:02:00 AM,011XX N ASHLAND AVE,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,FIRE STATION,false,false,1213,2,04A,1165518,1907698,2019,41.90231781,-87.667466797,"(41.90231781, -87.667466797)"
JC207386,04/01/2019 09:00:00 AM,0000X E 79TH ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,0623,6,06,1177763,1852641,2019,41.750967358,-87.624158809,"(41.750967358, -87.624158809)"
JC207392,04/01/2019 09:45:00 AM,021XX W ROOSEVELT RD,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,OTHER,false,false,1233,28,26,1162319,1894696,2019,41.866706758,-87.679581027,"(41.866706758, -87.679581027)"
JC207379,04/01/2019 01:30:00 AM,079XX S MAY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0612,17,06,1170033,1852051,2019,41.749519667,-87.652502378,"(41.749519667, -87.652502378)"
JC207394,04/01/2019 04:00:00 AM,083XX S TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0834,18,14,1149529,1848902,2019,41.74129891,-87.727719421,"(41.74129891, -87.727719421)"
JC207220,04/01/2019 04:47:00 AM,008XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1923,44,14,1170156,1924133,2019,41.947316205,-87.649949697,"(41.947316205, -87.649949697)"
JC207448,04/01/2019 10:00:00 AM,013XX S SPAULDING AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1022,24,18,1154583,1893410,2019,41.863335985,-87.708015252,"(41.863335985, -87.708015252)"
JC207411,04/01/2019 09:30:00 AM,110XX S HALSTED ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),true,false,2233,34,24,1172952,1831572,2019,41.693258507,-87.642408263,"(41.693258507, -87.642408263)"
JC207443,04/01/2019 09:01:00 AM,002XX N LEAMINGTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,1532,28,08A,1142000,1901174,2019,41.884883608,-87.754014605,"(41.884883608, -87.754014605)"
JC207279,04/01/2019 07:30:00 AM,030XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1412,35,08B,1153858,1919954,2019,41.936189672,-87.709968663,"(41.936189672, -87.709968663)"
JC207344,04/01/2019 08:38:00 AM,080XX S WESTERN AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0835,18,08A,1161778,1851102,2019,41.747090733,-87.68277849,"(41.747090733, -87.68277849)"
JC207438,04/01/2019 10:00:00 AM,042XX W WASHINGTON BLVD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1114,28,18,1148117,1900156,2019,41.881974589,-87.731578013,"(41.881974589, -87.731578013)"
JC207474,04/01/2019 10:12:00 AM,049XX W HUBBARD ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,true,false,1532,37,18,1143386,1902559,2019,41.888658426,-87.748890295,"(41.888658426, -87.748890295)"
JC207351,04/01/2019 08:50:00 AM,045XX W 55TH ST,0560,ASSAULT,SIMPLE,ALLEY,false,false,0813,13,08A,1146847,1867753,2019,41.793080655,-87.737067453,"(41.793080655, -87.737067453)"
JC207412,04/01/2019 09:00:00 AM,068XX S WASHTENAW AVE,0460,BATTERY,SIMPLE,STREET,false,false,0831,17,08B,1159554,1859215,2019,41.769399886,-87.690705813,"(41.769399886, -87.690705813)"
JC207490,04/01/2019 10:59:00 AM,010XX N LAWNDALE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,false,false,1112,27,26,1151523,1906710,2019,41.899893221,-87.718898792,"(41.899893221, -87.718898792)"
JC207514,04/01/2019 10:59:00 AM,012XX S SPAULDING AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1022,24,18,1154559,1894243,2019,41.865622308,-87.708081083,"(41.865622308, -87.708081083)"
JC207425,04/01/2019 10:00:00 AM,036XX W 79TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0834,18,26,1153394,1851944,2019,41.749571161,-87.713477821,"(41.749571161, -87.713477821)"
JC207387,04/01/2019 09:09:00 AM,006XX W WASHINGTON BLVD,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,STREET,true,true,0121,42,04A,1171715,1900766,2019,41.883161729,-87.644908705,"(41.883161729, -87.644908705)"
JC207520,04/01/2019 10:57:00 AM,051XX W JACKSON BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,NURSING HOME/RETIREMENT HOME,false,false,1533,28,08A,1142067,1898182,2019,41.876671946,-87.753842755,"(41.876671946, -87.753842755)"
JC207283,04/01/2019 07:35:00 AM,069XX S PEORIA ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0733,6,06,1171501,1858876,2019,41.76821633,-87.646923478,"(41.76821633, -87.646923478)"
JC207485,04/01/2019 08:00:00 AM,001XX W 112TH ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,false,0522,34,26,1177344,1830687,2019,41.690732137,-87.626354884,"(41.690732137, -87.626354884)"
JC207455,04/01/2019 09:22:00 AM,039XX W WASHINGTON BLVD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1122,28,24,1150088,1900126,2019,41.881854113,-87.724341245,"(41.881854113, -87.724341245)"
JC207535,04/01/2019 09:00:00 AM,081XX S VERNON AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,0631,6,11,1180659,1851106,2019,41.746689154,-87.61359358,"(41.746689154, -87.61359358)"
JC207500,04/01/2019 10:15:00 AM,013XX N LAKE SHORE DR,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE-GARAGE,false,false,1824,43,04A,1176893,1909576,2019,41.907221245,-87.625628157,"(41.907221245, -87.625628157)"
JC207531,04/01/2019 11:00:00 AM,014XX N WALLER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2531,29,08B,1138077,1908975,2019,41.906362294,-87.768232006,"(41.906362294, -87.768232006)"
JC207252,04/01/2019 06:39:00 AM,056XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2531,29,08B,1138286,1910066,2019,41.909352347,-87.767437817,"(41.909352347, -87.767437817)"
JC207263,04/01/2019 06:40:00 AM,073XX S CLYDE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0333,7,06,1191491,1856757,2019,41.76194049,-87.573720222,"(41.76194049, -87.573720222)"
JC207341,04/01/2019 08:10:00 AM,085XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,0423,7,14,1194647,1848889,2019,41.74027302,-87.562411727,"(41.74027302, -87.562411727)"
JC207561,04/01/2019 11:43:00 AM,030XX W ROOSEVELT RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1134,28,18,1156100,1894551,2019,41.866436555,-87.702415658,"(41.866436555, -87.702415658)"
JC207570,04/01/2019 07:45:00 AM,001XX W MAPLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,1824,2,11,1175182,1907599,2019,41.901834826,-87.631972713,"(41.901834826, -87.631972713)"
JC207172,04/01/2019 01:30:00 AM,065XX S PEORIA ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0723,6,03,1171431,1861472,2019,41.7753416,-87.647104136,"(41.7753416, -87.647104136)"
JC207280,04/01/2019 07:20:00 AM,132XX S BUFFALO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0433,10,08B,1200090,1817777,2019,41.654763305,-87.543514983,"(41.654763305, -87.543514983)"
JC207384,04/01/2019 09:20:00 AM,032XX N MAJOR AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,SIDEWALK,true,false,1633,30,22,1137805,1920848,2019,41.93894805,-87.768944129,"(41.93894805, -87.768944129)"
JC207537,04/01/2019 11:32:00 AM,085XX S BURNHAM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0423,7,08B,1196303,1848980,2019,41.740481863,-87.556341456,"(41.740481863, -87.556341456)"
JC207444,04/01/2019 10:06:00 AM,009XX E 93RD ST,0460,BATTERY,SIMPLE,STREET,false,false,0413,8,08B,1184039,1843505,2019,41.725752921,-87.601445405,"(41.725752921, -87.601445405)"
JC207599,04/01/2019 10:00:00 AM,008XX W BELLE PLAINE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1915,46,08A,1169944,1927782,2019,41.957333828,-87.650622101,"(41.957333828, -87.650622101)"
JC207605,04/01/2019 09:00:00 AM,011XX S MASON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POOL ROOM,false,false,1513,29,26,1136889,1894493,2019,41.86664318,-87.772943466,"(41.86664318, -87.772943466)"
JC207250,04/01/2019 06:20:00 AM,051XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0225,3,08A,1178030,1870926,2019,41.801137262,-87.622626646,"(41.801137262, -87.622626646)"
JC207414,04/01/2019 09:35:00 AM,051XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,true,true,0233,4,08B,1184679,1871228,2019,41.801812525,-87.598233234,"(41.801812525, -87.598233234)"
JC207562,04/01/2019 11:10:00 AM,017XX W 79TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,0611,17,18,1166302,1852315,2019,41.750324322,-87.666166809,"(41.750324322, -87.666166809)"
JC207179,04/01/2019 01:54:00 AM,034XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,0211,4,06,1179474,1882305,2019,41.832329279,-87.616983146,"(41.832329279, -87.616983146)"
JC207461,04/01/2019 10:25:00 AM,026XX W LITHUANIAN PLAZA CT,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0831,17,03,1160148,1858801,2019,41.76825161,-87.688539843,"(41.76825161, -87.688539843)"
JC207488,04/01/2019 10:15:00 AM,005XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1523,37,08A,1138943,1902924,2019,41.889741913,-87.765198001,"(41.889741913, -87.765198001)"
JC207402,04/01/2019 08:13:00 AM,040XX S FEDERAL ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0213,3,08A,1176356,1878164,2019,41.82103681,-87.62854806,"(41.82103681, -87.62854806)"
JC207434,04/01/2019 06:46:00 AM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2422,49,06,1163126,1950347,2019,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
JC207547,04/01/2019 11:42:00 AM,035XX N KIMBALL AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1732,35,06,1153099,1923246,2019,41.945238279,-87.712670479,"(41.945238279, -87.712670479)"
JC207446,04/01/2019 10:11:00 AM,038XX W FULLERTON AVE,031A,ROBBERY,ARMED: HANDGUN,OTHER,false,false,2524,31,03,1150158,1915675,2019,41.924520748,-87.723678436,"(41.924520748, -87.723678436)"
JC207299,04/01/2019 01:00:00 AM,056XX W GRAND AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,false,false,2515,36,04B,1138274,1913600,2019,41.919050268,-87.767396234,"(41.919050268, -87.767396234)"
JC207578,04/01/2019 12:10:00 PM,023XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1223,27,06,1160781,1899960,2019,41.881183664,-87.685081252,"(41.881183664, -87.685081252)"
JC207270,04/01/2019 06:30:00 AM,019XX E 73RD PL,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0333,7,06,1190612,1856624,2019,41.761596782,-87.57694609,"(41.761596782, -87.57694609)"
JC207604,04/01/2019 12:07:00 PM,038XX W ADAMS ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1122,28,18,1150803,1898737,2019,41.878028593,-87.721752104,"(41.878028593, -87.721752104)"
JC207577,04/01/2019 11:20:00 AM,009XX E 133RD ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, BUILDING",true,false,0533,9,08B,1184882,1817288,2019,41.653790327,-87.599175942,"(41.653790327, -87.599175942)"
JC207608,04/01/2019 11:29:00 AM,024XX N SHEFFIELD AVE,0870,THEFT,POCKET-PICKING,OTHER,false,false,1932,43,06,1169220,1916241,2019,41.925680627,-87.653620164,"(41.925680627, -87.653620164)"
